episode,protein,stage,total_reward,final_energy,rmsd,steps,clashes,policy_loss,value_loss,entropy
781,1L2Y,1,99.74,30.6486,12.5161,50,1,0,0,0
782,1L2Y,1,130.36,35.8394,14.9437,50,0,0,0,0
783,1L2Y,1,117.58,311.7985,13.6671,50,1,0,0,0
784,1L2Y,1,123.84,35.3871,12.2368,50,2,0,0,0
785,1L2Y,1,63.82,665.6928,13.1489,50,4,0.0018,5.9758,8.1253
786,1L2Y,1,137.84,236.1219,12.8462,50,3,0,0,0
787,1L2Y,1,107.7,35.521,16.7665,50,1,0,0,0
788,1L2Y,1,100.3,46.6407,16.2078,50,0,0,0,0
789,1L2Y,1,116.6,161.3164,17.5347,50,1,0,0,0
790,1L2Y,1,-11.88,55.6808,12.8314,6,5,0,0,0
791,1L2Y,1,111.62,33.4164,20.4712,50,1,-0.0067,5.2183,8.1252
792,1L2Y,1,112.14,42.4707,20.0537,50,0,0,0,0
793,1L2Y,1,115.88,33.8838,18.9733,50,0,0,0,0
794,1L2Y,1,76.2,258.5536,15.6472,45,5,0,0,0
795,1L2Y,1,116.04,130.8277,12.9278,50,0,0,0,0
796,1L2Y,1,95.44,43.9318,18.8358,50,0,-0.0059,6.5526,8.1252
797,1L2Y,1,-11.5,28.5797,13.0547,5,5,0,0,0
798,1L2Y,1,113.04,88.3349,15.0917,50,1,0,0,0
799,1L2Y,1,101.64,37.3433,11.357,50,1,0,0,0
800,1L2Y,1,10.02,444.9609,17.0862,9,4,0,0,0
801,1L2Y,1,162.34,27.5996,23.9563,50,0,0,0,0
802,1L2Y,1,109.42,47.8547,17.3211,50,2,0,0,0
803,1L2Y,1,136.02,23.7451,16.3262,50,1,-0.004,5.7816,8.1253
804,1L2Y,1,122.06,44.9814,19.9817,50,0,0,0,0
805,1L2Y,1,121.46,42.3102,15.4593,50,2,0,0,0
806,1L2Y,1,148.24,31.6344,23.697,50,2,0,0,0
807,1L2Y,1,-11.5,35.0842,10.572,5,5,0,0,0
808,1L2Y,1,91.02,254.0364,18.2517,50,2,0,0,0
809,1L2Y,1,120.08,27.1412,19.2313,50,4,-0.0046,5.8476,8.1254
810,1L2Y,1,106.88,39.9586,16.2206,50,0,0,0,0
811,1L2Y,1,122.6,32.6501,20.1838,50,1,0,0,0
812,1L2Y,1,103.14,33.8654,20.5266,50,1,0,0,0
813,1L2Y,1,129.38,23.531,9.7832,50,0,0,0,0
814,1L2Y,1,110.42,42.7877,26.2098,50,1,-0.0028,5.5643,8.1253
815,1L2Y,1,100.2,40.0474,18.5209,50,1,0,0,0
816,1L2Y,1,124.1,124.0885,21.2732,50,1,0,0,0
817,1L2Y,1,105.94,252.7915,13.7281,50,2,0,0,0
818,1L2Y,1,101.74,229.2136,16.9359,50,1,0,0,0
819,1L2Y,1,113.3,38.4213,17.8377,50,0,-0.0152,5.3545,8.125
820,1L2Y,1,111.18,138.1278,15.1523,50,1,0,0,0
821,1L2Y,1,108.44,36.3233,19.7588,50,1,0,0,0
822,1L2Y,1,100.84,36.4997,29.1038,50,0,0,0,0
823,1L2Y,1,78.26,302.6864,21.4113,50,1,0,0,0
824,1L2Y,1,132.66,194.6272,20.2978,50,1,-0.0113,4.5695,8.1251
825,1L2Y,1,123.02,37.4312,19.8971,50,1,0,0,0
826,1L2Y,1,76.6,39.66,23.7829,50,0,0,0,0
827,1L2Y,1,105.32,34.2716,23.1886,50,2,0,0,0
828,1L2Y,1,137.58,33.0293,13.1222,50,0,0,0,0
829,1L2Y,1,145.68,62.4023,23.2326,50,1,0.0004,6.6097,8.1252
830,1L2Y,1,-11.5,30.143,15.2809,5,5,0,0,0
831,1L2Y,1,-1.72,242.3017,12.8615,8,4,0,0,0
832,1L2Y,1,125.86,134.7261,19.0451,50,1,0,0,0
833,1L2Y,1,-11.5,35.2202,11.7784,5,5,0,0,0
834,1L2Y,1,5.96,446.2565,11.6069,12,4,0,0,0
835,1L2Y,1,90.84,33.2339,13.4931,50,1,0,0,0
836,1L2Y,1,140.78,146.5866,12.3576,50,2,0,0,0
837,1L2Y,1,156.34,30.7777,19.6139,50,2,0,0,0
838,1L2Y,1,112.5,40.767,17.9109,50,2,-0.0073,8.3448,8.1252
839,1L2Y,1,100.68,37.7605,16.38,50,0,0,0,0
840,1L2Y,1,94.36,50.0766,13.9122,50,4,0,0,0
841,1L2Y,1,121.62,159.6721,24.465,50,1,0,0,0
842,1L2Y,1,-11.5,42.105,13.6662,5,5,0,0,0
843,1L2Y,1,131.46,129.962,19.51,50,1,0,0,0
844,1L2Y,1,127.18,138.7323,11.509,41,5,-0.0026,5.7861,8.125
845,1L2Y,1,124.18,49.8915,24.0539,50,2,0,0,0
846,1L2Y,1,128.28,30.7094,19.1132,50,2,0,0,0
847,1L2Y,1,128.8,47.3131,13.336,50,2,0,0,0
848,1L2Y,1,135.62,37.666,16.0542,50,1,0,0,0
849,1L2Y,1,-11.88,136.609,14.8781,6,5,0,0,0
850,1L2Y,1,120.38,130.047,15.3878,50,4,-0.0113,3.5949,8.1251
851,1L2Y,1,115.64,42.7915,23.8291,50,4,0,0,0
852,1L2Y,1,-11.5,37.9851,7.4787,5,5,0,0,0
853,1L2Y,1,119.22,36.6179,23.0398,50,2,0,0,0
854,1L2Y,1,151.7,320.4605,13.1495,50,2,0,0,0
855,1L2Y,1,86.52,101.1505,22.9618,50,2,0,0,0
856,1L2Y,1,120.2,347.4461,19.4261,50,2,0.0012,7.9265,8.1253
857,1L2Y,1,-10.0,346.8236,16.5392,6,4,0,0,0
858,1L2Y,1,98.46,34.3575,11.2379,50,1,0,0,0
859,1L2Y,1,105.24,42.8637,15.9566,50,1,0,0,0
860,1L2Y,1,107.34,37.7,18.5545,50,0,0,0,0
861,1L2Y,1,166.54,35.397,21.1961,50,0,0,0,0
862,1L2Y,1,126.32,40.9192,17.9856,50,0,-0.0148,8.9864,8.1253
863,1L2Y,1,110.94,32.993,21.6094,50,2,0,0,0
864,1L2Y,1,120.48,62.7637,23.3443,50,3,0,0,0
865,1L2Y,1,18.0,347.4372,10.9694,11,4,0,0,0
866,1L2Y,1,111.92,29.2228,17.9419,50,1,0,0,0
867,1L2Y,1,110.16,514.4226,11.3266,50,3,0,0,0
868,1L2Y,1,130.24,42.7597,23.7399,50,3,-0.0056,5.9354,8.1252
869,1L2Y,1,114.38,304.9528,16.6428,50,1,0,0,0
870,1L2Y,1,94.84,39.4248,12.5862,50,1,0,0,0
871,1L2Y,1,112.44,283.3212,10.0843,50,2,0,0,0
872,1L2Y,1,128.16,46.0241,17.6796,50,1,0,0,0
873,1L2Y,1,103.48,37.2732,25.3191,50,0,-0.0037,4.7481,8.1251
874,1L2Y,1,111.4,33.2541,21.3532,50,2,0,0,0
875,1L2Y,1,114.36,32.0792,13.4964,50,0,0,0,0
876,1L2Y,1,137.58,33.7416,16.7246,50,0,0,0,0
877,1L2Y,1,117.08,191.8883,13.3133,50,4,0,0,0
878,1L2Y,1,145.12,155.0955,12.5987,50,1,-0.0089,4.9212,8.1253
879,1L2Y,1,118.58,37.6765,12.6775,50,0,0,0,0
880,1L2Y,1,83.38,45.0613,15.2425,50,0,0,0,0
881,1L2Y,1,131.96,115.9828,16.389,50,1,0,0,0
882,1L2Y,1,104.08,46.5876,20.8996,50,0,0,0,0
883,1L2Y,1,124.62,35.381,11.41,50,0,0.0045,6.759,8.1255
884,1L2Y,1,107.68,34.4707,18.0814,50,1,0,0,0
885,1L2Y,1,123.22,40.6395,18.6437,50,1,0,0,0
886,1L2Y,1,108.1,38.1114,23.9344,50,1,0,0,0
887,1L2Y,1,114.72,44.1943,16.5619,50,2,0,0,0
888,1L2Y,1,82.06,38.6925,14.4428,50,2,-0.0026,4.7042,8.1257
889,1L2Y,1,126.14,36.2495,9.3834,50,0,0,0,0
890,1L2Y,1,-11.5,45.9227,16.7751,5,5,0,0,0
891,1L2Y,1,110.34,40.0191,12.9465,50,1,0,0,0
892,1L2Y,1,116.96,169.0902,11.4974,50,1,0,0,0
893,1L2Y,1,114.92,37.1741,12.9479,50,2,0,0,0
894,1L2Y,1,97.84,121.8495,13.7941,40,5,0,0,0
895,1L2Y,1,122.62,30.7066,19.8755,40,5,0.0047,3.6742,8.1256
896,1L2Y,1,105.14,38.6649,24.9445,50,1,0,0,0
897,1L2Y,1,149.68,27.4913,23.3414,50,0,0,0,0
898,1L2Y,1,100.08,33.4507,11.7077,50,1,0,0,0
899,1L2Y,1,142.46,97.9708,12.3358,50,0,0,0,0
900,1L2Y,1,116.24,41.6918,16.1562,50,1,-0.0233,4.5552,8.1255
901,1L2Y,1,124.16,46.3273,24.619,50,0,0,0,0
902,1L2Y,1,124.1,35.2741,17.6906,50,0,0,0,0
903,1L2Y,1,113.98,162.0669,15.3405,50,1,0,0,0
904,1L2Y,1,77.68,38.1204,20.2683,50,0,0,0,0
905,1L2Y,1,135.84,114.7704,9.7603,50,0,-0.0049,6.1568,8.1255
906,1L2Y,1,150.6,31.8039,14.6645,50,1,0,0,0
907,1L2Y,1,93.52,38.7738,13.8879,50,0,0,0,0
908,1L2Y,1,60.66,571.3543,14.3144,50,2,0,0,0
909,1L2Y,1,112.72,44.4238,9.1499,50,0,0,0,0
910,1L2Y,1,109.24,541.1844,16.0083,50,0,0.0078,6.7189,8.1256
911,1L2Y,1,114.62,147.5622,17.5228,50,2,0,0,0
912,1L2Y,1,81.62,141.0407,19.8399,50,2,0,0,0
913,1L2Y,1,104.34,135.6139,21.5389,50,0,0,0,0
914,1L2Y,1,119.72,431.8637,14.9075,50,1,0,0,0
915,1L2Y,1,65.94,121.1999,13.5805,50,0,-0.02,5.1732,8.1257
916,1L2Y,1,176.5,29.2575,18.7353,50,4,0,0,0
917,1L2Y,1,184.32,31.1338,19.2582,50,0,0,0,0
918,1L2Y,1,121.84,34.5131,21.0005,50,0,0,0,0
919,1L2Y,1,67.84,39.3017,19.554,50,0,0,0,0
920,1L2Y,1,123.18,449.6762,12.4099,50,0,0.0057,8.675,8.1257
921,1L2Y,1,92.52,39.1226,14.9583,50,0,0,0,0
922,1L2Y,1,142.3,38.8841,21.0082,50,2,0,0,0
923,1L2Y,1,137.34,42.0517,15.5824,50,1,0,0,0
924,1L2Y,1,105.92,44.8854,17.9933,50,1,0,0,0
925,1L2Y,1,-6.96,40.625,21.6545,6,4,0,0,0
926,1L2Y,1,121.72,30.4302,26.7852,50,1,-0.0128,7.6882,8.126
927,1L2Y,1,131.02,27.7115,15.307,50,2,0,0,0
928,1L2Y,1,113.74,38.0256,16.4646,50,3,0,0,0
929,1L2Y,1,124.24,263.9092,15.6223,50,2,0,0,0
930,1L2Y,1,97.78,243.7234,17.793,50,2,0,0,0
931,1L2Y,1,103.5,344.571,22.165,50,2,0,0,0
932,1L2Y,1,98.1,44.9295,11.7202,50,0,-0.0102,4.1497,8.1259
933,1L2Y,1,108.48,34.7541,10.2059,50,4,0,0,0
934,1L2Y,1,135.88,41.251,19.9589,50,1,0,0,0
935,1L2Y,1,90.46,39.2666,15.6126,50,1,0,0,0
936,1L2Y,1,125.18,37.2206,21.1843,50,0,0,0,0
937,1L2Y,1,3.2,37.6577,10.4297,8,3,0,0,0
938,1L2Y,1,0.66,501.901,11.1438,7,3,-0.0122,4.9961,8.1256
939,1L2Y,1,133.96,40.9097,17.0051,50,0,0,0,0
940,1L2Y,1,104.68,45.4119,15.4888,50,4,0,0,0
941,1L2Y,1,70.6,168.8596,10.05,42,5,0,0,0
942,1L2Y,1,135.28,641.2379,15.4348,50,3,0,0,0
943,1L2Y,1,126.5,131.9715,12.8246,50,1,0,0,0
944,1L2Y,1,140.52,126.61,18.3835,50,0,-0.0099,3.8887,8.1253
945,1L2Y,1,93.16,43.6315,19.91,50,0,0,0,0
946,1L2Y,1,112.98,40.5836,16.3113,50,0,0,0,0
947,1L2Y,1,108.58,43.0244,15.6175,50,1,0,0,0
948,1L2Y,1,110.46,353.4854,14.7633,50,0,0,0,0
949,1L2Y,1,137.96,33.1114,12.1983,50,1,-0.0016,4.2234,8.1253
950,1L2Y,1,116.42,49.9872,23.1252,50,1,0,0,0
951,1L2Y,1,97.34,30.2465,13.8828,50,0,0,0,0
952,1L2Y,1,79.52,48.0453,15.1609,50,0,0,0,0
953,1L2Y,1,139.76,149.0205,14.3353,50,0,0,0,0
954,1L2Y,1,85.3,147.5049,9.0531,50,3,-0.0108,5.4908,8.1252
955,1L2Y,1,160.16,32.8545,21.827,50,0,0,0,0
956,1L2Y,1,117.2,404.4737,13.372,50,2,0,0,0
957,1L2Y,1,81.62,177.1612,17.0764,50,1,0,0,0
958,1L2Y,1,101.78,34.226,16.2396,50,1,0,0,0
959,1L2Y,1,101.02,46.2266,13.9233,50,0,-0.0029,5.451,8.1252
960,1L2Y,1,140.36,31.0298,22.8333,50,0,0,0,0
961,1L2Y,1,129.52,40.594,9.5089,50,3,0,0,0
962,1L2Y,1,125.66,26.5668,20.178,50,0,0,0,0
963,1L2Y,1,145.64,38.2708,13.391,50,2,0,0,0
964,1L2Y,1,134.26,36.165,17.7045,50,0,-0.0192,3.0458,8.1252
965,1L2Y,1,114.38,38.8978,19.2821,50,2,0,0,0
966,1L2Y,1,-7.0,316.9425,15.4678,6,4,0,0,0
967,1L2Y,1,109.4,135.9617,20.1415,50,2,0,0,0
968,1L2Y,1,98.24,54.3273,12.2195,50,3,0,0,0
969,1L2Y,1,132.84,31.413,11.4724,50,2,0,0,0
970,1L2Y,1,108.0,37.5152,16.7256,50,1,-0.0056,5.4821,8.1253
971,1L2Y,1,147.16,50.4258,24.8763,50,1,0,0,0
972,1L2Y,1,113.74,30.7585,14.7132,50,2,0,0,0
973,1L2Y,1,104.68,52.9746,18.5208,50,1,0,0,0
974,1L2Y,1,124.54,32.8597,15.8069,50,0,0,0,0
975,1L2Y,1,105.36,32.909,29.7768,50,1,-0.0122,3.2615,8.1256
976,1L2Y,1,129.32,335.9634,17.5203,50,1,0,0,0
977,1L2Y,1,116.1,38.4946,26.7825,50,1,0,0,0
978,1L2Y,1,125.88,33.1816,10.6211,50,1,0,0,0
979,1L2Y,1,113.06,32.388,18.546,50,3,0,0,0
980,1L2Y,1,117.66,220.3943,7.8772,50,3,0.0027,3.3466,8.1257
981,1L2Y,1,1.84,507.0771,13.3304,15,4,0,0,0
982,1L2Y,1,97.02,43.5086,15.4938,50,2,0,0,0
983,1L2Y,1,-11.5,41.8056,15.2663,5,5,0,0,0
984,1L2Y,1,68.18,234.234,10.5983,41,5,0,0,0
985,1L2Y,1,133.24,215.555,17.9787,50,2,0,0,0
986,1L2Y,1,127.1,34.3369,26.9592,50,1,0,0,0
987,1L2Y,1,154.18,31.0409,15.4009,50,0,-0.0029,6.0296,8.1259
988,1L2Y,1,-0.9,24.6923,16.3561,6,4,0,0,0
989,1L2Y,1,121.08,44.9239,18.5647,50,2,0,0,0
990,1L2Y,1,127.5,37.4776,18.6123,50,2,0,0,0
991,1L2Y,1,131.44,33.9487,16.9219,50,2,0,0,0
992,1L2Y,1,89.32,37.1712,16.8708,50,1,0,0,0
993,1L2Y,1,87.4,52.0829,12.3828,50,2,-0.0192,5.5668,8.1259
994,1L2Y,1,97.94,36.545,12.3828,50,1,0,0,0
995,1L2Y,1,142.32,33.6162,17.1801,50,1,0,0,0
996,1L2Y,1,133.44,99.9909,16.4009,50,0,0,0,0
997,1L2Y,1,128.16,40.6471,11.0697,50,0,0,0,0
998,1L2Y,1,119.38,298.3408,16.0038,50,0,-0.0066,5.9369,8.1258
999,1L2Y,1,148.68,37.0989,16.7931,50,0,0,0,0
1000,1L2Y,1,76.0,85.9453,9.5793,36,5,0,0,0
